Predictions
4946.57421875
3600.604248046875
4846.822265625
4946.57421875
9517.826171875
8414.080078125
9424.564453125
9517.826171875
5116.01806640625
3872.197021484375
5030.64794921875
5116.01806640625
6462.28955078125
4814.896484375
6245.13037109375
6462.28955078125
6614.93212890625
5138.07763671875
6526.03271484375
6614.93212890625
7172.3720703125
5959.30419921875
7080.07958984375
7172.3720703125
5809.4169921875
4416.9541015625
5619.78271484375
5809.4169921875
8276.173828125
6713.8720703125
8078.8857421875
8276.173828125
7419.3349609375
5817.81494140625
7227.62890625
7419.3349609375
9055.8720703125
7430.77734375
8847.23828125
9055.8720703125
